0, 0
1, 0
0.0117327, 0.0117327

0, 0
1, 0
0.013111, 0.0127261

0, 0
1, 0.000159702
0.0144349, 0.0136665

0, 0
1, 0.000319404
0.0157121, 0.0145627

0, 0
1, 0.000479106
0.0169489, 0.0154214

0, 0
1, 0.000638808
0.01815, 0.0162477

0, 0
1, 0.00079851
0.0193193, 0.0170454

0, 0
1, 0.000958212
0.0204601, 0.017818

0, 0
0.999999, 0.00111791
0.0215749, 0.0185679

0, 0
0.999999, 0.00127762
0.022666, 0.0192975

0, 0
0.999999, 0.00143732
0.0237354, 0.0200086

0, 0
0.999999, 0.00159702
0.0247848, 0.0207028

0, 0
0.999998, 0.00175672
0.0258155, 0.0213814

0, 0
0.999998, 0.00191642
0.0268289, 0.0220456

0, 0
0.999998, 0.00207612
0.0278261, 0.0226966

0, 0
0.999998, 0.00223583
0.0288082, 0.0233351

0, 0
0.999997, 0.00239553
0.0297759, 0.0239621

0, 0
0.999997, 0.00255523
0.0307301, 0.0245782

0, 0
0.999996, 0.00271493
0.0316716, 0.0251841

0, 0
0.999996, 0.00287463
0.032601, 0.0257805

0, 0
0.999995, 0.00303433
0.033519, 0.0263677

0, 0
0.999995, 0.00319403
0.034426, 0.0269463

0, 0
0.999994, 0.00335374
0.0353226, 0.0275168

0, 0
0.999994, 0.00351344
0.0362092, 0.0280796

0, 0
0.999993, 0.00367314
0.0370864, 0.0286349

0, 0
0.999993, 0.00383284
0.0379544, 0.0291833

0, 0
0.999992, 0.00399254
0.0388137, 0.0297249

0, 0
0.999991, 0.00415224
0.0396646, 0.0302601

0, 0
0.999991, 0.00431194
0.0405074, 0.0307891

0, 0
0.99999, 0.00447164
0.0413425, 0.0313122

0, 0
0.999989, 0.00463134
0.04217, 0.0318296

0, 0
0.999989, 0.00479104
0.0429903, 0.0323416

0, 0
0.999988, 0.00495074
0.0438037, 0.0328484

0, 0
0.999987, 0.00511044
0.0446103, 0.03335

0, 0
0.999986, 0.00527014
0.0454104, 0.0338468

0, 0
0.999985, 0.00542984
0.0462042, 0.0343389

0, 0
0.999984, 0.00558954
0.0469918, 0.0348265

0, 0
0.999983, 0.00574924
0.0477735, 0.0353096

0, 0
0.999983, 0.00590894
0.0485495, 0.0357885

0, 0
0.999982, 0.00606864
0.0493199, 0.0362633

0, 0
0.999981, 0.00622834
0.0500848, 0.036734

0, 0
0.99998, 0.00638804
0.0508444, 0.0372009

0, 0
0.999979, 0.00654774
0.051599, 0.0376641

0, 0
0.999978, 0.00670743
0.0523485, 0.0381236

0, 0
0.999976, 0.00686713
0.0530931, 0.0385795

0, 0
0.999975, 0.00702683
0.053833, 0.039032

0, 0
0.999974, 0.00718653
0.0545683, 0.0394811

0, 0
0.999973, 0.00734623
0.055299, 0.039927

0, 0
0.999972, 0.00750592
0.0560254, 0.0403697

0, 0
0.999971, 0.00766562
0.0567474, 0.0408093

0, 0
0.999969, 0.00782532
0.0574653, 0.0412459

0, 0
0.999968, 0.00798502
0.058179, 0.0416795

0, 0
0.999967, 0.00814471
0.0588888, 0.0421102

0, 0
0.999966, 0.00830441
0.0595946, 0.0425382

0, 0
0.999964, 0.0084641
0.0602966, 0.0429634

0, 0
0.999963, 0.0086238
0.0609948, 0.0433859

0, 0
0.999961, 0.0087835
0.0616894, 0.0438059

0, 0
0.99996, 0.00894319
0.0623803, 0.0442232

0, 0
0.999959, 0.00910289
0.0630678, 0.0446381

0, 0
0.999957, 0.00926258
0.0637518, 0.0450505

0, 0
0.999956, 0.00942228
0.0644323, 0.0454605

0, 0
0.999954, 0.00958197
0.0651096, 0.0458682

0, 0
0.999953, 0.00974167
0.0657836, 0.0462736

0, 0
0.999951, 0.00990136
0.0664545, 0.0466768

0, 0
0.999949, 0.0100611
0.0671221, 0.0470777

0, 0
0.999948, 0.0102208
0.0677868, 0.0474765

0, 0
0.999946, 0.0103804
0.0684483, 0.0478732

0, 0
0.999944, 0.0105401
0.069107, 0.0482678

0, 0
0.999943, 0.0106998
0.0697627, 0.0486603

0, 0
0.999941, 0.0108595
0.0704155, 0.0490509

0, 0
